smiles,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-CAM,E2-CAM,f1-CAM,f2-CAM
[H]c1noc(C([H])([H])C#N)c1[H],0.24080165,0.26430533,0.13017776,0.09524299,0.2370823,0.23999635,0.00687502,0.18285654,0.23395356,0.24275502,0.1859,0.0058
[H]c1nnn([H])c1C([H])([H])C#N,0.22305845,0.24249206,0.00679672,0.06551769,0.21042667,0.25021837,0.00807637,0.06825261,0.21609706,0.24514372,0.0084,0.1563
[H]c1nnoc1C([H])([H])C#N,0.21628955,0.22530409,0.00659644,0.1277352,0.20227349,0.22755423,0.00771403,0.14785305,0.20615269,0.22227094,0.0071,0.1516
[H]c1nn([H])c([H])c1C([H])([H])C#N,0.23760938,0.26944397,0.02914661,0.03095357,0.24630199,0.25322068,0.02557228,0.00687846,0.24212293,0.25525714,0.0445,0.0057
[H]c1c(C([H])([H])C#N)nnn1[H],0.22557486,0.2378022,0.00888315,0.05081237,0.21312119,0.24604081,0.01018133,0.05487469,0.21719954,0.24065663,0.0094,0.0791
[H]c1noc([H])c1C([H])([H])C#N,0.23878147,0.24747258,0.06216379,0.00693703,0.23688186,0.24269066,0.00892255,0.07993381,0.23578735,0.24162681,0.0885,0.0066
[H]c1onnc1C([H])([H])C#N,0.22144761,0.22164172,0.00672442,0.07248675,0.20757445,0.22566883,0.00790438,0.06275016,0.21001872,0.22021298,0.0071,0.0733
[H]c1nc(C([H])([H])C#N)n([H])n1,0.25776916,0.27825534,0.04930186,0.1333082,0.23393875,0.26279844,0.00620182,0.12820657,0.24268887,0.26112968,0.0058,0.1474
[H]c1noc(C([H])([H])C#N)n1,0.22810907,0.26545268,0.00625896,0.10020577,0.21889378,0.25698356,0.00601501,0.11076384,0.22709613,0.25538944,0.0054,0.1645
[H]c1c(C([H])([H])C#N)nn([H])c1[H],0.23954385,0.2691104,0.05231773,0.05577452,0.24917196,0.25767954,0.06799816,0.00658362,0.24617271,0.257565,0.0907,0.0573
[H]c1onc(C([H])([H])C#N)c1[H],0.24129454,0.26661617,0.08923068,0.0578866,0.24178567,0.24527091,0.00671194,0.10351076,0.23929691,0.24728254,0.1177,0.0053
[H]c1nc(C([H])([H])C#N)no1,0.23127344,0.26669994,0.00518986,0.0204654,0.22210894,0.26429413,0.00483772,0.01529419,0.22944441,0.26156332,0.0045,0.0932
[H]c1nonc1C([H])([H])C#N,0.22491542,0.23678566,0.00026107,0.06837259,0.21413075,0.24663028,0.00019318,0.03433416,0.21838654,0.24670925,0.0002,0.0881
[H]C([H])(C#N)c1nnon1,0.21334782,0.22837546,0.00523442,0.00070755,0.19832555,0.21800991,0.00630838,0.00161061,0.20249981,0.22313088,0.0059,0.0013
[H]c1nn(C([H])([H])C#N)c([H])c1[H],0.23468081,0.26264304,0.10352508,0.06275388,0.24091513,0.24511696,0.06888264,0.04609477,0.23909846,0.25028496,0.1381,0.0662
[H]c1nnn(C([H])([H])C#N)c1[H],0.21949176,0.23764071,0.00492076,0.07620601,0.20667284,0.24269976,0.00574776,0.06151277,0.21290354,0.23941083,0.006,0.1082
[H]c1nc([H])n(C([H])([H])C#N)n1,0.23156024,0.25078151,0.00455843,0.07337724,0.223216,0.25247961,0.00426194,0.07189119,0.23223736,0.25362914,0.0044,0.1136
[H]c1nnc([H])n1C([H])([H])C#N,0.21825551,0.26583643,0.00000186,0.1108147,0.20802552,0.23405938,0.00000504,0.01662042,0.22237752,0.23897719,0,0.0137
[H]c1nnnn1C([H])([H])C#N,0.22008214,0.23843975,0.0000083,0.00802385,0.20975092,0.22658511,0.0005593,0.00935893,0.22142204,0.23224104,0.0015,0.0092
[H]c1nn(C([H])([H])C#N)nc1[H],0.23227244,0.24143634,0.14417663,0.00005885,0.23083363,0.24130319,0.00006079,0.1742928,0.23478409,0.23729774,0.0001,0.1904
[H]c1nnn(C([H])([H])C#N)n1,0.21898647,0.24398455,0.0059556,0.05351764,0.20771896,0.23306142,0.00661675,0.00006361,0.21580306,0.23768361,0.007,0.0001
[H]C([H])(C#N)n1nnnn1,0.22341744,0.26520437,0.00000737,0.00007384,0.21333292,0.21550754,0.0000279,0.01029845,0.2245053,0.22621782,0.0117,0
[H]c1c2nc([H])n([H])c2nn1[H],0.21029901,0.21610317,0.10494943,0.25754369,0.20757985,0.2111508,0.15035529,0.0005708,0.20720372,0.21905905,0.2064,0.1763
[H]c1c2nnn([H])c2nn1[H],0.19037383,0.21576446,0.10307417,0.21798169,0.18099056,0.19302768,0.00479773,0.10048562,0.18939867,0.19545129,0.0052,0.1241
[H]c1c2nnoc2nn1[H],0.17055296,0.20529265,0.06884644,0.20330716,0.17970959,0.19431095,0.03867437,0.00467861,0.18730764,0.19859703,0.0539,0.0055
[H]c1c2c(nc([H])n2[H])nn1[H],0.20503985,0.22041971,0.1301378,0.20585057,0.20607228,0.20958481,0.10292173,0.00013117,0.20622251,0.21725099,0.126,0.2522
[H]c1c2nnn([H])c2c([H])n1[H],0.17225911,0.21568122,0.10216049,0.00000065,0.17353061,0.18819673,0.09984779,0.00768839,0.17572057,0.19453255,0.1241,0.0072
[H]c1c2nnoc2c([H])n1[H],0.15460067,0.20345507,0.05898669,0.20077963,0.15943722,0.19890223,0.04604725,0.00801073,0.16664349,0.20092694,0.0572,0.0071
[H]c1c2onnc2nn1[H],0.16003247,0.2116912,0.08058232,0.15623664,0.16913502,0.19564034,0.05036497,0.00614093,0.17208974,0.19740635,0.066,0.0058
[H]c1c([H])n([H])c2c([H])nn([H])c12,0.20399805,0.22202183,0.10455861,0.32143692,0.20941903,0.21688422,0.10428646,0.28641085,0.21041194,0.21215753,0.1146,0.3106
[H]c1c([H])n([H])c2c([H])noc12,0.20406315,0.21407896,0.11477554,0.2667105,0.20711661,0.21079302,0.2805125,0.06618702,0.20152595,0.2149762,0.2764,0.098
[H]c1c([H])n([H])c2nnn([H])c12,0.20498636,0.21410128,0.08439973,0.28116475,0.20604182,0.2079658,0.00979333,0.14521648,0.20656061,0.21228248,0.3101,0.0862
[H]c1c([H])n([H])c2nnoc12,0.18720295,0.19913336,0.10570376,0.19021396,0.19170956,0.19633417,0.13294052,0.14977585,0.18634848,0.20306207,0.2055,0.1066
[H]c1nn([H])c2c1c([H])c([H])n2[H],0.21442908,0.22731805,0.00006686,0.0000705,0.21555413,0.22847889,0.14768387,0.07379384,0.21320489,0.21565607,0.0001,0.1997
[H]c1c([H])n([H])c2c1nnn2[H],0.20720237,0.22065203,0.17123909,0.00002321,0.20550201,0.20820569,0.01108621,0.1246763,0.20912571,0.2096549,0.2068,0.0097
[H]c1noc2c1c([H])c([H])n2[H],0.20697874,0.2313466,0.15301176,0.04708659,0.20541837,0.2294128,0.10931706,0.0677058,0.2072074,0.22894462,0.1599,0.0245
[H]c1c([H])n2c([H])nnc2n1[H],0.20639063,0.22925272,0.10141244,0.00016379,0.20403771,0.21111683,0.07874488,0.0045984,0.21002607,0.22719535,0.108,0.0058
[H]c1nc2n([H])c([H])c([H])n2n1,0.22402773,0.23922366,0.0912715,0.00044482,0.22250437,0.23985957,0.06791504,0.13100715,0.22672496,0.23710297,0.1253,0.0005
[H]c1c([H])n2nnnc2n1[H],0.21459974,0.23195594,0.12954915,0.00455204,0.21393664,0.2162939,0.00798147,0.10665718,0.21969482,0.22393569,0.1424,0.0095
[H]c1nn([H])c2nc([H])n([H])c12,0.20925939,0.22664071,0.13967133,0.26358984,0.21496582,0.22199229,0.16988732,0.19461112,0.21154382,0.22383279,0.2447,0.1556
[H]c1nc2c(nnn2[H])n1[H],0.21040445,0.21273681,0.20590066,0.00328554,0.19833852,0.21316892,0.00431633,0.25348226,0.20755651,0.20817023,0.0052,0.2828
[H]c1nc2onnc2n1[H],0.19072501,0.21329805,0.17892585,0.00100635,0.19282317,0.19812061,0.18554642,0.00185502,0.18751343,0.20631806,0.204,0.0038
[H]c1nn([H])c2c1nc([H])n2[H],0.21727653,0.22401687,0.20829217,0.00000711,0.22091972,0.23329182,0.20777666,0.00555805,0.21760378,0.22369682,0.2389,0
[H]c1nc2nnn([H])c2n1[H],0.2110327,0.22823164,0.2129881,0.00004555,0.20061724,0.21586435,0.00582535,0.21376903,0.20632909,0.21157689,0.0062,0.2481
[H]c1onc2c1nc([H])n2[H],0.19954445,0.21379306,0.1209531,0.00008768,0.19486745,0.20185247,0.1301142,0.00028882,0.1947604,0.21167979,0.1528,0.0003
[H]c1nc2nn([H])nc2n1[H],0.20908147,0.22332878,0.19798245,0.13995976,0.20300398,0.21623966,0.00002075,0.25980907,0.21144827,0.21228615,0.2785,0
[H]c1onc2nc([H])n([H])c12,0.19318574,0.22249422,0.11774574,0.17002851,0.19191917,0.19810514,0.10074044,0.00000169,0.19163671,0.20748302,0.1135,0
[H]c1nc2nonc2n1[H],0.20024514,0.21214876,0.08816699,0.17709543,0.18889157,0.1963542,0.00000339,0.06882426,0.19695066,0.19848678,0.0807,0
[H]c1nc2n([H])c([H])nn2c1[H],0.20457719,0.23382866,0.05166625,0.13060227,0.19860826,0.23233813,0.04561908,0.10542552,0.20911469,0.23230351,0.0526,0.0857
[H]c1nn2c([H])nnc2n1[H],0.20893764,0.22266221,0.0557803,0.00238525,0.20545943,0.2060918,0.04193948,0.00251444,0.21429634,0.22679111,0.0563,0.0052
[H]c1nc2n([H])c([H])nn2n1,0.2270095,0.24065827,0.03697183,0.18111355,0.22395156,0.23836283,0.03241399,0.15719564,0.23293927,0.23832672,0.0314,0.1686
[H]c1nn2nnnc2n1[H],0.22244819,0.23011749,0.07871541,0.00371783,0.21080839,0.22296316,0.0058439,0.05368034,0.22359025,0.22908059,0.009,0.0777
[H]c1nc2nn([H])nc2o1,0.21207178,0.23974068,0.21327458,0.1253873,0.20960376,0.2173286,0.00003995,0.24970019,0.21377083,0.21753028,0.2706,0.0001
[H]c1oc2c([H])nn([H])c2c1[H],0.21127668,0.2242708,0.12658829,0.28830222,0.21316211,0.21907525,0.26124096,0.10442619,0.20850097,0.2222048,0.2781,0.1216
[H]c1nn([H])c2c([H])nn([H])c12,0.19479727,0.23364866,0.11540981,0.24504985,0.20178671,0.21838681,0.1070445,0.00953625,0.20169867,0.2221313,0.122,0.2523
[H]c1nn([H])c2c([H])noc12,0.19612621,0.22849585,0.09819909,0.23812257,0.20306736,0.21006551,0.0842764,0.00930004,0.20218376,0.21904435,0.1213,0.216
[H]c1nc2c(o1)c([H])nn2[H],0.20966077,0.22583497,0.16276375,0.17310852,0.21091261,0.22098935,0.21249683,0.09023582,0.20787623,0.22796342,0.2374,0.107
[H]c1nn([H])c2nnoc12,0.17942339,0.21280322,0.08042135,0.17422399,0.18588573,0.19286065,0.06128468,0.01155657,0.18530112,0.19988326,0.1014,0.011
[H]c1nn([H])c2c1c([H])nn2[H],0.22220305,0.23512222,0.13316343,0.00000065,0.22147155,0.22746017,0.08290802,0.12938929,0.22480665,0.22522559,0.0915,0.1663
[H]c1nn([H])c2c1nnn2[H],0.21329115,0.21484189,0.01392434,0.16575576,0.19772706,0.21960948,0.01304958,0.06175393,0.20328257,0.21776548,0.0116,0.2009
[H]c1oc2c(c([H])nn2[H])c1[H],0.21941656,0.23671516,0.20706551,0.02288571,0.21882374,0.23358478,0.20367551,0.01904339,0.21747516,0.23278125,0.2418,0.0024
[H]c1nc2n([H])nc([H])n2c1[H],0.19629377,0.23705564,0.06337927,0.00342038,0.19450807,0.23721628,0.05694873,0.02679296,0.20120623,0.23334719,0.0659,0.005
[H]c1nnc2n([H])nc([H])n12,0.19499866,0.21501672,0.08493701,0.00618991,0.19555099,0.19879139,0.07041435,0.00564312,0.20163987,0.21708194,0.0889,0.0078
[H]c1nc2n([H])nc([H])n2n1,0.21564616,0.24826447,0.07363543,0.02154899,0.2165819,0.23797825,0.05903298,0.00066085,0.22206882,0.24532012,0.0743,0.052
[H]c1nn([H])c2nnnn12,0.20653954,0.22044264,0.10566256,0.00904641,0.20107626,0.21045477,0.01005928,0.08452604,0.21341803,0.21452419,0.0117,0.1071
[H]n1nnc2nnn([H])c21,0.20635828,0.21037792,0.01965368,0.18577444,0.19125981,0.19273774,0.01925347,0.00000033,0.19852721,0.19985386,0.0188,0
[H]c1nc2n([H])nnn2c1[H],0.18107982,0.22626814,0.05271162,0.10286469,0.18043873,0.21615599,0.04360566,0.00361213,0.1891598,0.22901077,0.051,0.0744
[H]c1nnc2n([H])nnn12,0.18392165,0.19912489,0.04835823,0.00381999,0.18344497,0.18396768,0.0037358,0.03876685,0.19270244,0.20875454,0.0499,0.0089
[H]c1nc2n([H])nnn2n1,0.20451572,0.23305657,0.04661176,0.00382941,0.20516122,0.22068393,0.03541558,0.0044028,0.21368263,0.23199482,0.0421,0.0119
[H]N=c1nc([H])nnc([H])n1,0.07417144,0.13657077,0.00312603,0.00172699,0.06428879,0.12264328,0.0025949,0.00017416,0.07398007,0.13930199,0.0033,0.0003
[H]N=c1onc([H])c(=N[H])n1[H],0.17917301,0.20597832,0.00408642,0.20911654,0.16202004,0.16542013,0.00258842,0.00472732,0.17783366,0.18242733,0.006,0.0086
[H]N=c1onc([H])c(=O)n1[H],0.16403448,0.18248968,0.00067969,0.00306524,0.15341684,0.16613695,0.00038706,0.00153177,0.16285096,0.1850255,0.0007,0.0039
[H]N=c1onnc(=O)n1[H],0.14830545,0.16257416,0.00362218,0.00513807,0.13325938,0.14868583,0.00310332,0.00006764,0.13998553,0.17244253,0.0035,0.0006
[H]N=c1c([H])nn([H])c(=O)n1[H],0.18285305,0.18509342,0.00599274,0.20055351,0.17104106,0.18371738,0.00409802,0.14508879,0.18195693,0.18567964,0.0055,0.192
[H]N=c1nnn([H])c(=O)n1[H],0.15359951,0.17789631,0.00749461,0.11984262,0.13911296,0.17277697,0.00620551,0.06585663,0.14475559,0.18022972,0.006,0.114
[H]N=c1c([H])noc(=O)n1[H],0.20530889,0.21450589,0.16750776,0.03160255,0.16602565,0.19114956,0.00481654,0.00000024,0.17773444,0.20503919,0.006,0.1662
[H]N=c1nnoc(=O)n1[H],0.15957552,0.19167072,0.00744435,0.00125442,0.14383129,0.17306921,0.00622474,0.00084227,0.15085966,0.18749138,0.0064,0.0836
[H]N=c1c(=N[H])n([H])c([H])nn1[H],0.1804734,0.2036846,0.17352796,0.16613498,0.18141364,0.19101718,0.09922422,0.00043208,0.18339016,0.19544394,0.1433,0.0001
[H]N=c1c(=O)n([H])nc([H])n1[H],0.18492899,0.21178604,0.18960611,0.15808362,0.17497676,0.18676674,0.00051599,0.12677149,0.17861275,0.18785888,0.0002,0.1574
[H]N=c1onc([H])n([H])c1=N[H],0.19043554,0.22589051,0.1642307,0.14887561,0.18925749,0.19189475,0.10634451,0.00324777,0.19508012,0.19733285,0.1448,0.0042
[H]N=c1c(=O)onc([H])n1[H],0.18118083,0.20480753,0.00055579,0.00390291,0.17377766,0.18748018,0.00030814,0.10917635,0.17906109,0.19314343,0.0005,0.1434
[H]N=c1n([H])nc([H])c(=O)n1[H],0.16546143,0.1727698,0.00049042,0.07047921,0.15691965,0.16475653,0.00026752,0.03433915,0.16611063,0.175614,0.0007,0.0702
[H]N=c1oc(=O)c([H])nn1[H],0.16620393,0.16951864,0.15006552,0.00070389,0.1594408,0.16194702,0.00050271,0.09557995,0.16803997,0.16870513,0.0008,0.1393
[H]N=c1c(=O)n([H])c([H])nn1[H],0.17884735,0.18576835,0.15474675,0.00015462,0.17723243,0.18017989,0.07980106,0.00102005,0.17925218,0.18220683,0.1139,0.0003
[H]N=c1n([H])nnc(=O)n1[H],0.14114692,0.17711391,0.00435642,0.06076249,0.12747199,0.16796717,0.00381517,0.01764933,0.13362055,0.18203043,0.004,0.0476
[H]N=c1oc(=O)nnn1[H],0.14287142,0.1751224,0.00435228,0.15894312,0.12822871,0.17131511,0.00372087,0.00026132,0.13405419,0.18000555,0.0037,0.1371
[H]N=c1c(=N[H])n([H])nnn1[H],0.19300651,0.19308076,0.13898746,0.13480608,0.18546042,0.18926867,0.00000016,0.01594394,0.19205565,0.19423121,0,0.1191
[H]N=c1c(=O)n([H])nnn1[H],0.19062013,0.20318049,0.09474698,0.21986244,0.17300341,0.18723728,0.00137693,0.05463557,0.17751027,0.19061508,0.0008,0.0775
[H]N=c1oc(=O)n([H])nc1[H],0.1895589,0.19762931,0.21801528,0.00400262,0.1841235,0.18516259,0.00024494,0.00418016,0.18795442,0.19275756,0.2168,0.001
[H]N=c1nnn([H])c(=O)o1,0.15063129,0.18627242,0.00727503,0.19750478,0.13611448,0.17166491,0.00601342,0.00058344,0.14228971,0.18763103,0.0058,0.1883
[H]N=c1oc(=O)onc1[H],0.19603262,0.20147935,0.00348917,0.0035496,0.1812725,0.18414025,0.00119189,0.00439445,0.19158526,0.19989796,0.0007,0.0065
[H]N=c1nnoc(=O)o1,0.16011211,0.18688274,0.00745083,0.00131588,0.14429989,0.16670475,0.00614079,0.00087648,0.15200623,0.1854518,0.0064,0.0014
[H]N=c1onc([H])oc1=N[H],0.19369428,0.20335673,0.00029408,0.11893714,0.18189402,0.1972852,0.00048404,0.07016547,0.18790665,0.20452837,0.0002,0.0071
[H]N=c1oc([H])noc1=O,0.17477185,0.2064047,0.00000773,0.00501388,0.16633526,0.19187414,0.00014929,0.00504936,0.17179942,0.19638104,0,0.004
[H]N=c1onc([H])c(=O)o1,0.16669036,0.20125187,0.001127,0.00368754,0.15428046,0.16773281,0.00082155,0.01580797,0.16361902,0.18666452,0.001,0.0352
[H]N=c1onc([H])n([H])c1=O,0.17799674,0.19794039,0.00001487,0.00176641,0.17195178,0.18497224,0.00031898,0.00156675,0.17494884,0.19174696,0.0001,0.1063
[H]N=c1onc([H])oc1=O,0.18483771,0.19354713,0.000069,0.00244411,0.17579289,0.17979841,0.00154054,0.00108967,0.17955353,0.18623823,0.0002,0.0022
[H]N=c1onnc(=O)o1,0.14829807,0.16970492,0.00334655,0.02509621,0.13138141,0.15657271,0.00240992,0.0047342,0.13987896,0.1786495,0.0031,0.0032
[H]N=c1onnn([H])c1=O,0.16974625,0.19683194,0.00023887,0.00116995,0.16200486,0.18055586,0.0007799,0.0005466,0.16777537,0.19034313,0.0005,0.001
[H]N=c1onnoc1=N[H],0.18841538,0.20897445,0,0.01736872,0.17685025,0.19112204,0,0.01637461,0.18365108,0.20057047,0,0.0149
[H]N=c1onnoc1=O,0.1761809,0.19551994,0.00000503,0.00394747,0.16749898,0.18063637,0.0001184,0.00427835,0.17279165,0.18753548,0.0001,0.0037
[H]N=C([H])N([H])c1onc([H])c1[H],0.20561366,0.22176308,0.41854764,0.00111143,0.2019439,0.20839174,0.37386622,0.00183143,0.20109598,0.21410524,0.3534,0.0013
[H]N=C([H])N([H])c1onnc1[H],0.19555495,0.21824764,0.29866257,0.00000531,0.19452507,0.201337,0.28311475,0.00001416,0.19382697,0.20932783,0.2752,0.0002
[H]N=C([H])N([H])c1c([H])nn([H])c1[H],0.21144642,0.23577979,0.00001605,0.00018191,0.20982869,0.21843296,0.25885037,0.00000905,0.20754549,0.2098607,0.0001,0.2986
[H]N=C([H])N([H])c1nnn([H])c1[H],0.20868461,0.22270881,0.05949951,0.32164315,0.20606105,0.21963191,0.03043104,0.01076041,0.21187824,0.22047023,0.04,0.294
[H]N=C([H])N([H])c1c([H])noc1[H],0.20528742,0.2229245,0.03533138,0.0000721,0.20032852,0.22145545,0.03270407,0.23639809,0.20350306,0.22048125,0.0341,0
[H]N=C([H])N([H])c1nnoc1[H],0.19045334,0.22767811,0.05139231,0.00778917,0.18382907,0.21242754,0.02695192,0.00737641,0.1906114,0.2152849,0.0376,0.0081
[H]N=C([H])N([H])c1nc([H])nn1[H],0.21643788,0.23809963,0.34744319,0.00181876,0.21016238,0.22951855,0.26814157,0.00476516,0.21448009,0.23134068,0.2805,0.001
[H]N=C([H])N([H])c1nc([H])no1,0.21830788,0.22132105,0.40154334,0.00181358,0.20685618,0.21453082,0.0017446,0.34475033,0.21285209,0.2153731,0.0011,0.3273
[H]N=C([H])N([H])c1nn([H])c([H])c1[H],0.23173764,0.24137079,0.00012829,0.00184374,0.212495,0.22609779,0.24942985,0.0015374,0.21400235,0.22755917,0.3206,0.0007
[H]N=C([H])N([H])c1nc([H])n([H])n1,0.22551952,0.24079946,0.00312807,0.00000291,0.21295943,0.21382841,0.0033333,0.06004621,0.21743841,0.22101779,0.0018,0.1373
[H]N=C([H])N([H])c1nn([H])nc1[H],0.20767183,0.22940135,0.20810229,0.20165254,0.20617461,0.2248209,0.18417992,0.00163207,0.20925433,0.22793034,0.2655,0.001
[H]N=C([H])N([H])c1nnn([H])n1,0.20695368,0.21635717,0.06254349,0.00350085,0.19677789,0.20078975,0.05375536,0.00291097,0.20903751,0.21223103,0.1097,0.0038
[H]N=C([H])N([H])c1noc([H])c1[H],0.21488382,0.23926174,0.257205,0.09815491,0.21092496,0.22096743,0.16655751,0.00149685,0.21531062,0.22556368,0.252,0.0011
[H]N=C([H])N([H])c1noc([H])n1,0.21820791,0.22118345,0.06790461,0.00417491,0.20377395,0.20770045,0.00342578,0.05273429,0.21228983,0.21878711,0.0022,0.0929
[H]N=C([H])N([H])c1nonc1[H],0.20344672,0.22849913,0.1681294,0.00005051,0.19654725,0.21543904,0.11208026,0.00128147,0.2031466,0.22150656,0.1803,0.0002
[H]N=C([H])N([H])c1nnon1,0.19158751,0.21612229,0.02822998,0.00492821,0.17980361,0.18756554,0.02484636,0.00109269,0.19434881,0.20767411,0.035,0.001
[H]N=C([H])Oc1c([H])c([H])nn1[H],0.2356535,0.24030882,0.00305525,0.30163526,0.21739018,0.22665853,0.13697355,0.00137742,0.2275261,0.22976046,0.0017,0.2153
[H]N=C([H])Oc1onc([H])c1[H],0.22226659,0.232725,0.34520151,0.00592071,0.21511149,0.22098631,0.29674872,0.01513881,0.21664462,0.22413781,0.3047,0.0071
[H]N=C([H])Oc1c([H])nn([H])c1[H],0.22592584,0.23685299,0.08893358,0.00439277,0.22696473,0.22995273,0.05140628,0.09898817,0.22862123,0.23001035,0.0241,0.1125
[H]N=C([H])Oc1nnn([H])c1[H],0.21367006,0.22531265,0.06897039,0.01066781,0.21127388,0.21568824,0.00983268,0.06229279,0.21662625,0.21743841,0.0098,0.0904
[H]N=C([H])Oc1c([H])noc1[H],0.22027163,0.23565945,0.06869178,0.00258765,0.21787127,0.22640487,0.05311633,0.00379835,0.21897821,0.22744157,0.0713,0.0016
[H]N=C([H])Oc1nnoc1[H],0.19762571,0.22169593,0.07075706,0.00865696,0.19548912,0.20407847,0.05059983,0.01412504,0.1989094,0.20967328,0.0744,0.0105
[H]N=C([H])Oc1nc([H])no1,0.23080325,0.24140016,0.00329451,0.3782772,0.21800288,0.22758842,0.00272429,0.0030313,0.22179688,0.23605929,0.0021,0.3115
[H]N=C([H])Oc1nn([H])c([H])c1[H],0.22526415,0.23368222,0.13672025,0.00342228,0.22323138,0.22620679,0.00475268,0.16240856,0.22568128,0.22881232,0.0051,0.1737
[H]N=C([H])Oc1nc([H])n([H])n1,0.23253861,0.23441649,0.00937579,0.06900657,0.22148946,0.23157247,0.00344735,0.09769045,0.22449795,0.23591597,0.0027,0.108
[H]N=C([H])Oc1nn([H])nc1[H],0.21670766,0.23296335,0.12752334,0.00293679,0.21981962,0.22122529,0.14361302,0.00268254,0.22138529,0.2246817,0.1633,0.0032
[H]N=C([H])Oc1nnn([H])n1,0.22651207,0.23307934,0.01176754,0.00050856,0.21157154,0.21826894,0.00935998,0.03671528,0.21984181,0.22518149,0.0109,0
[H]N=C([H])Oc1noc([H])c1[H],0.22980158,0.23019515,0.02875993,0.12068187,0.21617302,0.22893733,0.00299543,0.12714966,0.22170868,0.23407115,0.0027,0.1495
[H]N=C([H])Oc1noc([H])n1,0.22926267,0.23457543,0.00599239,0.07057579,0.2142734,0.22696854,0.00381884,0.00834781,0.22098839,0.23354196,0.0031,0.0044
[H]N=C([H])Oc1nonc1[H],0.21400628,0.22602428,0.10748375,0.00187602,0.20764477,0.21422725,0.00156353,0.09834414,0.21754498,0.21907743,0.0012,0.1218
[H]N=C([H])Oc1nnon1,0.20656618,0.21665986,0.05147427,0.00745432,0.19932555,0.20090897,0.00938804,0.00390997,0.20407268,0.21141152,0.0074,0.0565
[H]c1nn[n-]c1C(N([H])[H])=[N+]([H])[H],0.1489947,0.15487964,0.00245147,0.00134307,0.1406894,0.15128534,0.00167284,0.00086104,0.15822055,0.17225511,0.0033,0.0037
[H]c1n[n-]c(C(N([H])[H])=[N+]([H])[H])n1,0.1461789,0.1623593,0.00247679,0.38115477,0.13950451,0.17225781,0.00232458,0.00862309,0.15717319,0.17139518,0.0031,0.3434
[H]c1nn([H])c(C(=O)N([H])[H])c1[H],0.1858181,0.21670295,0.00238628,0.02962247,0.17713642,0.2173121,0.0014454,0.11857438,0.18444486,0.21578469,0.0029,0.2705
[H]c1noc(C(=O)N([H])[H])c1[H],0.181436,0.22489898,0.00004905,0.16722305,0.16821056,0.21329474,0.00001708,0.03542703,0.17928893,0.21308361,0,0.2565
[H]c1nnoc1C(=O)N([H])[H],0.17894774,0.20802173,0.00007997,0.0039674,0.16314863,0.19252313,0.00000002,0.00484836,0.17585287,0.19938714,0.0001,0.0049
[H]c1nn([H])c([H])c1C(=O)N([H])[H],0.19309798,0.2321405,0.00028185,0.00356003,0.18647867,0.2330472,0.00024431,0.09434055,0.1932647,0.23063877,0.0002,0.17
[H]c1noc([H])c1C(=O)N([H])[H],0.19045056,0.23766993,0.00132527,0.08858747,0.18063031,0.22442906,0.00076606,0.01051757,0.19046808,0.22790829,0.0009,0.0934
[H]c1onnc1C(=O)N([H])[H],0.19275835,0.21843504,0.00010985,0.00466002,0.18003486,0.19575892,0.00053456,0.00056033,0.19176165,0.21122042,0.0001,0.0063
[H]c1noc(C(=O)N([H])[H])n1,0.17820106,0.22922582,0.00008344,0.09774874,0.16262911,0.20583102,0.00035716,0.00512527,0.17355971,0.21503133,0.0001,0.0048
[H]c1c(C(=O)N([H])[H])nn([H])c1[H],0.19157328,0.22533462,0.00003584,0.06140956,0.18208488,0.22583234,0.00034515,0.01302423,0.19030638,0.22870208,0.0001,0.0656
[H]c1nn([H])nc1C(=O)N([H])[H],0.19061276,0.22843012,0.00004274,0.11809887,0.17959617,0.22118924,0.00033462,0.02140753,0.18938765,0.23316344,0.0001,0.1862
[H]c1onc(C(=O)N([H])[H])c1[H],0.18635046,0.22292954,0.00000004,0.06377471,0.17410639,0.21341832,0.00018844,0.01245703,0.18456981,0.2207238,0,0.0485
[H]c1nc(C(=O)N([H])[H])no1,0.18088219,0.23152513,0.00000968,0.05804451,0.16643442,0.20445935,0.00020564,0.01678272,0.17822688,0.21690922,0,0.0029
[H]c1nonc1C(=O)N([H])[H],0.18360253,0.22096423,0.00000116,0.00000039,0.16796108,0.2004092,0.00016329,0.01407954,0.18192386,0.21509013,0,0
[H]N([H])C(=O)c1nnon1,0.17758369,0.20630692,0.00006007,0.00251842,0.15764295,0.18282865,0.00029517,0.0073276,0.17530531,0.19756805,0.0002,0.0036
[H]c1nn(C(=O)N([H])[H])c([H])c1[H],0.21976563,0.24394776,0.20074958,0.03606464,0.21412575,0.22403225,0.00008503,0.11280193,0.22218275,0.22285526,0.1432,0
[H]c1nnn(C(=O)N([H])[H])c1[H],0.19894064,0.21973239,0.00436506,0.08727527,0.18593015,0.2152727,0.0043246,0.00201832,0.19494782,0.21873198,0.0051,0.0712
[H]c1nc([H])n(C(=O)N([H])[H])n1,0.21731928,0.22640792,0.00335408,0.00060981,0.20750106,0.21454633,0.00222209,0.00112207,0.21779855,0.22396876,0.0024,0.0012
